epsilon, alpha, beta, initpop1, initpop2, dif1, dif2, difratio, winner, time
.01, 1.05, 1, 152.5, 100, 5.0, 10, 0.5, 2, 31
.01, 1.525, 1, 176.25, 100, 5.0, 10, 0.5, 1, 7
.01, 1.2875, 1, 164.375, 100, 5.0, 10, 0.5, 1, 17
.01, 1.1687500000000002, 1, 158.4375, 100, 5.0, 10, 0.5, 1, 63
.01, 1.109375, 1, 155.46875, 100, 5.0, 10, 0.5, 2, 124
.01, 1.1390625, 1, 156.953125, 100, 5.0, 10, 0.5, 1, 243
.01, 1.12421875, 1, 156.2109375, 100, 5.0, 10, 0.5, 3, 250
.01, 1.05, 1, 152.5, 100, 5.6896551724137936, 10, 0.56896551724137934, 2, 43
.01, 1.525, 1, 176.25, 100, 5.6896551724137936, 10, 0.56896551724137934, 1, 7
.01, 1.2875, 1, 164.375, 100, 5.6896551724137936, 10, 0.56896551724137934, 1, 14
.01, 1.1687500000000002, 1, 158.4375, 100, 5.6896551724137936, 10, 0.56896551724137934, 1, 37
.01, 1.109375, 1, 155.46875, 100, 5.6896551724137936, 10, 0.56896551724137934, 3, 250
.01, 1.05, 1, 152.5, 100, 6.3793103448275863, 10, 0.63793103448275867, 2, 68
.01, 1.525, 1, 176.25, 100, 6.3793103448275863, 10, 0.63793103448275867, 1, 6
.01, 1.2875, 1, 164.375, 100, 6.3793103448275863, 10, 0.63793103448275867, 1, 12
.01, 1.1687500000000002, 1, 158.4375, 100, 6.3793103448275863, 10, 0.63793103448275867, 1, 27
.01, 1.109375, 1, 155.46875, 100, 6.3793103448275863, 10, 0.63793103448275867, 1, 85
.01, 1.0796875, 1, 153.984375, 100, 6.3793103448275863, 10, 0.63793103448275867, 3, 250
.01, 1.05, 1, 152.5, 100, 7.068965517241379, 10, 0.7068965517241379, 2, 162
.01, 1.525, 1, 176.25, 100, 7.068965517241379, 10, 0.7068965517241379, 1, 6
.01, 1.2875, 1, 164.375, 100, 7.068965517241379, 10, 0.7068965517241379, 1, 11
.01, 1.1687500000000002, 1, 158.4375, 100, 7.068965517241379, 10, 0.7068965517241379, 1, 22
.01, 1.109375, 1, 155.46875, 100, 7.068965517241379, 10, 0.7068965517241379, 1, 48
.01, 1.0796875, 1, 153.984375, 100, 7.068965517241379, 10, 0.7068965517241379, 1, 132
.01, 1.06484375, 1, 153.2421875, 100, 7.068965517241379, 10, 0.7068965517241379, 3, 250
.01, 0.10000000000000001, 1, 105.0, 100, 7.7586206896551726, 10, 0.77586206896551724, 2, 2
.01, 0.57499999999999996, 1, 128.75, 100, 7.7586206896551726, 10, 0.77586206896551724, 2, 5
.01, 1.05, 1, 152.5, 100, 7.7586206896551726, 10, 0.77586206896551724, 3, 350
.01, 1.5249999999999999, 1, 176.25, 100, 7.7586206896551726, 10, 0.77586206896551724, 1, 6
.01, 2.0, 1, 200.0, 100, 7.7586206896551726, 10, 0.77586206896551724, 1, 3
.01, 1.05, 1, 152.5, 100, 7.7586206896551726, 10, 0.77586206896551724, 1, 251
.01, 1.05, 1, 152.5, 100, 8.4482758620689662, 10, 0.84482758620689657, 1, 104
.01, 0.5750000000000001, 1, 128.75, 100, 8.4482758620689662, 10, 0.84482758620689657, 2, 4
.01, 0.8125, 1, 140.625, 100, 8.4482758620689662, 10, 0.84482758620689657, 2, 9
.01, 0.93125, 1, 146.5625, 100, 8.4482758620689662, 10, 0.84482758620689657, 2, 20
.01, 0.9906250000000001, 1, 149.53125, 100, 8.4482758620689662, 10, 0.84482758620689657, 2, 51
.01, 1.0203125000000002, 1, 151.015625, 100, 8.4482758620689662, 10, 0.84482758620689657, 2, 200
.01, 1.03515625, 1, 151.7578125, 100, 8.4482758620689662, 10, 0.84482758620689657, 3, 250
.01, 1.05, 1, 152.5, 100, 9.137931034482758, 10, 0.9137931034482758, 1, 59
.01, 0.5750000000000001, 1, 128.75, 100, 9.137931034482758, 10, 0.9137931034482758, 2, 5
.01, 0.8125, 1, 140.625, 100, 9.137931034482758, 10, 0.9137931034482758, 2, 10
.01, 0.93125, 1, 146.5625, 100, 9.137931034482758, 10, 0.9137931034482758, 2, 23
.01, 0.9906250000000001, 1, 149.53125, 100, 9.137931034482758, 10, 0.9137931034482758, 2, 76
.01, 1.0203125000000002, 1, 151.015625, 100, 9.137931034482758, 10, 0.9137931034482758, 3, 250
.01, 1.05, 1, 152.5, 100, 9.8275862068965516, 10, 0.98275862068965514, 1, 42
.01, 0.5750000000000001, 1, 128.75, 100, 9.8275862068965516, 10, 0.98275862068965514, 2, 5
.01, 0.8125, 1, 140.625, 100, 9.8275862068965516, 10, 0.98275862068965514, 2, 10
.01, 0.93125, 1, 146.5625, 100, 9.8275862068965516, 10, 0.98275862068965514, 2, 27
.01, 0.9906250000000001, 1, 149.53125, 100, 9.8275862068965516, 10, 0.98275862068965514, 2, 152
.01, 1.0203125000000002, 1, 151.015625, 100, 9.8275862068965516, 10, 0.98275862068965514, 1, 112
.01, 1.0054687500000001, 1, 150.27343750000003, 100, 9.8275862068965516, 10, 0.98275862068965514, 3, 250
.01, 1.05, 1, 152.5, 100, 10.517241379310345, 10, 1.0517241379310345, 1, 33
.01, 0.5750000000000001, 1, 128.75, 100, 10.517241379310345, 10, 1.0517241379310345, 2, 5
.01, 0.8125, 1, 140.625, 100, 10.517241379310345, 10, 1.0517241379310345, 2, 11
