epsilon, alpha, beta, initpop1, initpop2, dif1, dif2, difratio, winner, time
.01, 1.05, 1, 152.5, 100, 15.0, 10, 1.5, 1, 14
.01, 0.5750000000000001, 1, 128.75, 100, 15.0, 10, 1.5, 2, 5
.01, 0.8125, 1, 140.625, 100, 15.0, 10, 1.5, 2, 14
.01, 0.8125, 1, 140.625, 100, 15.0, 10, 1.5, 2, 15
.01, 0.87187499999999996, 1, 143.59375, 100, 15.0, 10, 1.5, 2, 30
.01, 0.93125000000000002, 1, 146.5625, 100, 15.0, 10, 1.5, 3, 350
.01, 0.99062500000000009, 1, 149.53125, 100, 15.0, 10, 1.5, 1, 30
.01, 1.05, 1, 152.5, 100, 15.0, 10, 1.5, 1, 16
.01, 0.93125, 1, 146.5625, 100, 15.0, 10, 1.5, 1, 251
.01, 1.05, 1, 152.5, 100, 16.0, 10, 1.6000000000000001, 1, 13
.01, 0.5750000000000001, 1, 128.75, 100, 16.0, 10, 1.6000000000000001, 2, 5
.01, 0.8125, 1, 140.625, 100, 16.0, 10, 1.6000000000000001, 2, 15
.01, 0.93125, 1, 146.5625, 100, 16.0, 10, 1.6000000000000001, 1, 143
.01, 0.871875, 1, 143.59375, 100, 16.0, 10, 1.6000000000000001, 2, 33
.01, 0.9015625, 1, 145.078125, 100, 16.0, 10, 1.6000000000000001, 2, 86
.01, 0.9164062500000001, 1, 145.8203125, 100, 16.0, 10, 1.6000000000000001, 3, 250
.01, 1.05, 1, 152.5, 100, 17.0, 10, 1.7, 1, 12
.01, 0.5750000000000001, 1, 128.75, 100, 17.0, 10, 1.7, 2, 5
.01, 0.8125, 1, 140.625, 100, 17.0, 10, 1.7, 2, 16
.01, 0.93125, 1, 146.5625, 100, 17.0, 10, 1.7, 1, 75
.01, 0.871875, 1, 143.59375, 100, 17.0, 10, 1.7, 2, 41
.01, 0.9015625, 1, 145.078125, 100, 17.0, 10, 1.7, 2, 179
.01, 0.9164062500000001, 1, 145.8203125, 100, 17.0, 10, 1.7, 3, 250
.01, 1.05, 1, 152.5, 100, 18.0, 10, 1.8, 1, 11
.01, 0.5750000000000001, 1, 128.75, 100, 18.0, 10, 1.8, 2, 5
.01, 0.8125, 1, 140.625, 100, 18.0, 10, 1.8, 2, 18
.01, 0.93125, 1, 146.5625, 100, 18.0, 10, 1.8, 1, 51
.01, 0.871875, 1, 143.59375, 100, 18.0, 10, 1.8, 2, 52
.01, 0.9015625, 1, 145.078125, 100, 18.0, 10, 1.8, 3, 250
.01, 1.05, 1, 152.5, 100, 19.0, 10, 1.8999999999999999, 1, 10
.01, 0.5750000000000001, 1, 128.75, 100, 19.0, 10, 1.8999999999999999, 2, 5
.01, 0.8125, 1, 140.625, 100, 19.0, 10, 1.8999999999999999, 2, 19
