epsilon, alpha, beta, pop, dif1, dif2, difratio, winner, time
.01, 1.15, 1, 50, 5.0, 10, 0.5, 1, 4
.01, 0.875, 1, 50, 5.0, 10, 0.5, 2, 15
.01, 1.0125, 1, 50, 5.0, 10, 0.5, 1, 7
.01, 0.94375, 1, 50, 5.0, 10, 0.5, 1, 11
.01, 0.909375, 1, 50, 5.0, 10, 0.5, 1, 17
.01, 0.8921875, 1, 50, 5.0, 10, 0.5, 1, 22
.01, 0.88359375, 1, 50, 5.0, 10, 0.5, 1, 29
.01, 0.879296875, 1, 50, 5.0, 10, 0.5, 1, 43
.01, 0.8771484375, 1, 50, 5.0, 10, 0.5, 2, 19
.01, 0.87822265625, 1, 50, 5.0, 10, 0.5, 2, 25
.01, 0.8787597656249999, 1, 50, 5.0, 10, 0.5, 2, 38
.01, 0.8790283203125, 1, 50, 5.0, 10, 0.5, 1, 48
.01, 0.87889404296875, 1, 50, 5.0, 10, 0.5, 1, 54
.01, 0.8788269042968749, 1, 50, 5.0, 10, 0.5, 1, 72
.01, 0.8787933349609374, 1, 50, 5.0, 10, 0.5, 2, 42
.01, 0.8788101196289062, 1, 50, 5.0, 10, 0.5, 2, 46
.01, 0.8788185119628906, 1, 50, 5.0, 10, 0.5, 2, 52
.01, 0.8788227081298827, 1, 50, 5.0, 10, 0.5, 2, 62
.01, 0.8788248062133788, 1, 50, 5.0, 10, 0.5, 1, 77
.01, 0.8788237571716307, 1, 50, 5.0, 10, 0.5, 3, 80
.01, 1.15, 1, 50, 6.0, 10, 0.59999999999999998, 1, 5
.01, 0.875, 1, 50, 6.0, 10, 0.59999999999999998, 2, 4
.01, 1.0125, 1, 50, 6.0, 10, 0.59999999999999998, 1, 12
.01, 0.94375, 1, 50, 6.0, 10, 0.59999999999999998, 2, 10
.01, 0.9781249999999999, 1, 50, 6.0, 10, 0.59999999999999998, 1, 18
.01, 0.9609375, 1, 50, 6.0, 10, 0.59999999999999998, 1, 33
.01, 0.95234375, 1, 50, 6.0, 10, 0.59999999999999998, 2, 14
.01, 0.956640625, 1, 50, 6.0, 10, 0.59999999999999998, 2, 20
.01, 0.9587890625, 1, 50, 6.0, 10, 0.59999999999999998, 2, 41
.01, 0.95986328125, 1, 50, 6.0, 10, 0.59999999999999998, 1, 38
.01, 0.9593261718749999, 1, 50, 6.0, 10, 0.59999999999999998, 1, 42
.01, 0.9590576171874999, 1, 50, 6.0, 10, 0.59999999999999998, 1, 47
.01, 0.95892333984375, 1, 50, 6.0, 10, 0.59999999999999998, 1, 53
.01, 0.958856201171875, 1, 50, 6.0, 10, 0.59999999999999998, 1, 64
.01, 0.9588226318359374, 1, 50, 6.0, 10, 0.59999999999999998, 2, 47
.01, 0.9588394165039062, 1, 50, 6.0, 10, 0.59999999999999998, 2, 57
.01, 0.9588478088378907, 1, 50, 6.0, 10, 0.59999999999999998, 1, 70
.01, 0.9588436126708985, 1, 50, 6.0, 10, 0.59999999999999998, 3, 80
.01, 1.15, 1, 50, 7.0, 10, 0.69999999999999996, 1, 7
.01, 0.875, 1, 50, 7.0, 10, 0.69999999999999996, 2, 3
.01, 1.0125, 1, 50, 7.0, 10, 0.69999999999999996, 2, 9
.01, 1.0812499999999998, 1, 50, 7.0, 10, 0.69999999999999996, 1, 11
.01, 1.046875, 1, 50, 7.0, 10, 0.69999999999999996, 1, 20
.01, 1.0296875, 1, 50, 7.0, 10, 0.69999999999999996, 2, 17
.01, 1.03828125, 1, 50, 7.0, 10, 0.69999999999999996, 1, 27
.01, 1.0339843750000002, 1, 50, 7.0, 10, 0.69999999999999996, 1, 50
.01, 1.0318359375000001, 1, 50, 7.0, 10, 0.69999999999999996, 2, 21
.01, 1.0329101562500003, 1, 50, 7.0, 10, 0.69999999999999996, 2, 26
.01, 1.0334472656250002, 1, 50, 7.0, 10, 0.69999999999999996, 2, 31
.01, 1.0337158203125, 1, 50, 7.0, 10, 0.69999999999999996, 2, 37
.01, 1.0338500976562501, 1, 50, 7.0, 10, 0.69999999999999996, 2, 50
.01, 1.0339172363281253, 1, 50, 7.0, 10, 0.69999999999999996, 1, 56
.01, 1.0338836669921876, 1, 50, 7.0, 10, 0.69999999999999996, 1, 63
.01, 1.0338668823242188, 1, 50, 7.0, 10, 0.69999999999999996, 2, 65
.01, 1.0338752746582032, 1, 50, 7.0, 10, 0.69999999999999996, 1, 68
.01, 1.0338710784912108, 1, 50, 7.0, 10, 0.69999999999999996, 1, 74
.01, 1.0338689804077148, 1, 50, 7.0, 10, 0.69999999999999996, 3, 80
.01, 1.15, 1, 50, 8.0, 10, 0.80000000000000004, 1, 11
.01, 0.875, 1, 50, 8.0, 10, 0.80000000000000004, 2, 2
.01, 1.0125, 1, 50, 8.0, 10, 0.80000000000000004, 2, 4
.01, 1.0812499999999998, 1, 50, 8.0, 10, 0.80000000000000004, 2, 9
.01, 1.1156249999999999, 1, 50, 8.0, 10, 0.80000000000000004, 1, 20
.01, 1.0984374999999997, 1, 50, 8.0, 10, 0.80000000000000004, 2, 16
.01, 1.10703125, 1, 50, 8.0, 10, 0.80000000000000004, 1, 31
.01, 1.1027343749999998, 1, 50, 8.0, 10, 0.80000000000000004, 2, 22
.01, 1.1048828124999999, 1, 50, 8.0, 10, 0.80000000000000004, 1, 50
.01, 1.1038085937499997, 1, 50, 8.0, 10, 0.80000000000000004, 2, 27
.01, 1.104345703125, 1, 50, 8.0, 10, 0.80000000000000004, 2, 32
.01, 1.1046142578125, 1, 50, 8.0, 10, 0.80000000000000004, 2, 38
.01, 1.1047485351562498, 1, 50, 8.0, 10, 0.80000000000000004, 2, 49
.01, 1.1048156738281247, 1, 50, 8.0, 10, 0.80000000000000004, 1, 57
.01, 1.1047821044921873, 1, 50, 8.0, 10, 0.80000000000000004, 1, 69
.01, 1.1047653198242187, 1, 50, 8.0, 10, 0.80000000000000004, 2, 55
.01, 1.1047737121582029, 1, 50, 8.0, 10, 0.80000000000000004, 2, 64
.01, 1.104777908325195, 1, 50, 8.0, 10, 0.80000000000000004, 1, 77
.01, 1.104775810241699, 1, 50, 8.0, 10, 0.80000000000000004, 2, 73
.01, 1.1047768592834468, 1, 50, 8.0, 10, 0.80000000000000004, 3, 80
.01, 1.15, 1, 50, 9.0, 10, 0.90000000000000002, 2, 10
.01, 1.4249999999999998, 1, 50, 9.0, 10, 0.90000000000000002, 1, 3
.01, 1.2874999999999999, 1, 50, 9.0, 10, 0.90000000000000002, 1, 6
.01, 1.21875, 1, 50, 9.0, 10, 0.90000000000000002, 1, 10
.01, 1.184375, 1, 50, 9.0, 10, 0.90000000000000002, 1, 18
.01, 1.1671874999999998, 1, 50, 9.0, 10, 0.90000000000000002, 2, 18
.01, 1.17578125, 1, 50, 9.0, 10, 0.90000000000000002, 1, 27
.01, 1.171484375, 1, 50, 9.0, 10, 0.90000000000000002, 2, 30
.01, 1.1736328125, 1, 50, 9.0, 10, 0.90000000000000002, 1, 33
.01, 1.1725585937499998, 1, 50, 9.0, 10, 0.90000000000000002, 1, 42
.01, 1.1720214843749999, 1, 50, 9.0, 10, 0.90000000000000002, 2, 38
.01, 1.1722900390624997, 1, 50, 9.0, 10, 0.90000000000000002, 1, 52
.01, 1.17215576171875, 1, 50, 9.0, 10, 0.90000000000000002, 2, 45
.01, 1.1722229003906248, 1, 50, 9.0, 10, 0.90000000000000002, 1, 71
.01, 1.1721893310546874, 1, 50, 9.0, 10, 0.90000000000000002, 2, 50
.01, 1.172206115722656, 1, 50, 9.0, 10, 0.90000000000000002, 2, 56
.01, 1.1722145080566404, 1, 50, 9.0, 10, 0.90000000000000002, 2, 63
.01, 1.1722187042236327, 1, 50, 9.0, 10, 0.90000000000000002, 3, 80
.01, 1.15, 1, 50, 10.0, 10, 1.0, 2, 5
.01, 1.4249999999999998, 1, 50, 10.0, 10, 1.0, 1, 4
.01, 1.2874999999999999, 1, 50, 10.0, 10, 1.0, 1, 9
.01, 1.21875, 1, 50, 10.0, 10, 1.0, 2, 12
.01, 1.2531249999999998, 1, 50, 10.0, 10, 1.0, 1, 15
.01, 1.2359375, 1, 50, 10.0, 10, 1.0, 2, 30
.01, 1.2445312499999999, 1, 50, 10.0, 10, 1.0, 1, 20
.01, 1.240234375, 1, 50, 10.0, 10, 1.0, 1, 26
.01, 1.2380859375, 1, 50, 10.0, 10, 1.0, 1, 32
.01, 1.2370117187499998, 1, 50, 10.0, 10, 1.0, 1, 42
.01, 1.2364746093749999, 1, 50, 10.0, 10, 1.0, 2, 38
.01, 1.2367431640624997, 1, 50, 10.0, 10, 1.0, 1, 54
.01, 1.23660888671875, 1, 50, 10.0, 10, 1.0, 2, 45
.01, 1.2366760253906248, 1, 50, 10.0, 10, 1.0, 2, 56
.01, 1.2367095947265623, 1, 50, 10.0, 10, 1.0, 1, 61
.01, 1.2366928100585937, 1, 50, 10.0, 10, 1.0, 1, 80
.01, 1.2366844177246092, 1, 50, 10.0, 10, 1.0, 2, 60
.01, 1.2366886138916016, 1, 50, 10.0, 10, 1.0, 2, 66
.01, 1.2366907119750976, 1, 50, 10.0, 10, 1.0, 2, 73
.01, 1.2366917610168455, 1, 50, 10.0, 10, 1.0, 3, 80
.01, 1.15, 1, 50, 11.0, 10, 1.1000000000000001, 2, 4
.01, 1.4249999999999998, 1, 50, 11.0, 10, 1.1000000000000001, 1, 5
.01, 1.2874999999999999, 1, 50, 11.0, 10, 1.1000000000000001, 2, 15
.01, 1.3562499999999997, 1, 50, 11.0, 10, 1.1000000000000001, 1, 8
.01, 1.321875, 1, 50, 11.0, 10, 1.1000000000000001, 1, 12
.01, 1.3046875, 1, 50, 11.0, 10, 1.1000000000000001, 1, 21
.01, 1.2960937499999998, 1, 50, 11.0, 10, 1.1000000000000001, 2, 23
.01, 1.300390625, 1, 50, 11.0, 10, 1.1000000000000001, 1, 29
.01, 1.2982421874999999, 1, 50, 11.0, 10, 1.1000000000000001, 2, 36
.01, 1.29931640625, 1, 50, 11.0, 10, 1.1000000000000001, 1, 35
.01, 1.2987792968749998, 1, 50, 11.0, 10, 1.1000000000000001, 1, 44
.01, 1.2985107421874997, 1, 50, 11.0, 10, 1.1000000000000001, 2, 47
.01, 1.2986450195312498, 1, 50, 11.0, 10, 1.1000000000000001, 1, 52
.01, 1.2985778808593746, 1, 50, 11.0, 10, 1.1000000000000001, 2, 65
.01, 1.2986114501953123, 1, 50, 11.0, 10, 1.1000000000000001, 1, 57
.01, 1.2985946655273435, 1, 50, 11.0, 10, 1.1000000000000001, 1, 63
.01, 1.298586273193359, 1, 50, 11.0, 10, 1.1000000000000001, 1, 71
.01, 1.2985820770263667, 1, 50, 11.0, 10, 1.1000000000000001, 2, 80
.01, 1.298584175109863, 1, 50, 11.0, 10, 1.1000000000000001, 1, 77
.01, 1.2985831260681149, 1, 50, 11.0, 10, 1.1000000000000001, 3, 80
.01, 1.15, 1, 50, 12.0, 10, 1.2, 2, 3
.01, 1.4249999999999998, 1, 50, 12.0, 10, 1.2, 1, 6
.01, 1.2874999999999999, 1, 50, 12.0, 10, 1.2, 2, 6
.01, 1.3562499999999997, 1, 50, 12.0, 10, 1.2, 2, 26
.01, 1.3906249999999998, 1, 50, 12.0, 10, 1.2, 1, 10
.01, 1.3734374999999996, 1, 50, 12.0, 10, 1.2, 1, 14
.01, 1.3648437499999997, 1, 50, 12.0, 10, 1.2, 1, 19
.01, 1.3605468749999998, 1, 50, 12.0, 10, 1.2, 1, 26
.01, 1.3583984374999998, 1, 50, 12.0, 10, 1.2, 1, 43
.01, 1.3573242187499996, 1, 50, 12.0, 10, 1.2, 2, 31
.01, 1.3578613281249998, 1, 50, 12.0, 10, 1.2, 2, 37
.01, 1.3581298828125, 1, 50, 12.0, 10, 1.2, 2, 48
.01, 1.3582641601562497, 1, 50, 12.0, 10, 1.2, 1, 51
.01, 1.3581970214843748, 1, 50, 12.0, 10, 1.2, 2, 75
.01, 1.3582305908203123, 1, 50, 12.0, 10, 1.2, 1, 56
.01, 1.3582138061523437, 1, 50, 12.0, 10, 1.2, 1, 61
.01, 1.3582054138183592, 1, 50, 12.0, 10, 1.2, 1, 66
.01, 1.358201217651367, 1, 50, 12.0, 10, 1.2, 1, 72
.01, 1.3581991195678709, 1, 50, 12.0, 10, 1.2, 3, 80
.01, 1.15, 1, 50, 13.0, 10, 1.3, 2, 3
.01, 1.4249999999999998, 1, 50, 13.0, 10, 1.3, 1, 16
.01, 1.2874999999999999, 1, 50, 13.0, 10, 1.3, 2, 5
.01, 1.3562499999999997, 1, 50, 13.0, 10, 1.3, 2, 7
.01, 1.3906249999999998, 1, 50, 13.0, 10, 1.3, 2, 11
.01, 1.4078125, 1, 50, 13.0, 10, 1.3, 2, 17
.01, 1.4164062499999999, 1, 50, 13.0, 10, 1.3, 1, 34
.01, 1.412109375, 1, 50, 13.0, 10, 1.3, 2, 22
.01, 1.4142578124999998, 1, 50, 13.0, 10, 1.3, 2, 28
.01, 1.4153320312499997, 1, 50, 13.0, 10, 1.3, 2, 36
