epsilon, alpha, beta, pop, dif1, dif2, difratio, winner, time
.01, 1.15, 1, 50, 5.0, 10, 0.5, 1, 4
.01, 0.875, 1, 50, 5.0, 10, 0.5, 1, 22
.01, 0.7375, 1, 50, 5.0, 10, 0.5, 2, 3
.01, 0.80625, 1, 50, 5.0, 10, 0.5, 2, 5
.01, 0.840625, 1, 50, 5.0, 10, 0.5, 2, 9
.01, 0.8578125, 1, 50, 5.0, 10, 0.5, 1, 38
.01, 0.8492187499999999, 1, 50, 5.0, 10, 0.5, 2, 14
.01, 0.853515625, 1, 50, 5.0, 10, 0.5, 2, 24
.01, 0.8556640625, 1, 50, 5.0, 10, 0.5, 1, 47
.01, 0.85458984375, 1, 50, 5.0, 10, 0.5, 2, 40
.01, 0.8551269531250001, 1, 50, 5.0, 10, 0.5, 1, 53
.01, 0.8548583984375, 1, 50, 5.0, 10, 0.5, 1, 60
.01, 0.85472412109375, 1, 50, 5.0, 10, 0.5, 1, 73
.01, 0.854656982421875, 1, 50, 5.0, 10, 0.5, 2, 47
.01, 0.8546905517578125, 1, 50, 5.0, 10, 0.5, 2, 60
.01, 0.8547073364257812, 1, 50, 5.0, 10, 0.5, 3, 80
.01, 1.15, 1, 50, 6.0, 10, 0.59999999999999998, 1, 5
.01, 0.875, 1, 50, 6.0, 10, 0.59999999999999998, 2, 5
.01, 1.0125, 1, 50, 6.0, 10, 0.59999999999999998, 1, 10
.01, 0.94375, 1, 50, 6.0, 10, 0.59999999999999998, 1, 27
.01, 0.909375, 1, 50, 6.0, 10, 0.59999999999999998, 2, 8
.01, 0.9265625, 1, 50, 6.0, 10, 0.59999999999999998, 2, 14
.01, 0.9351562499999999, 1, 50, 6.0, 10, 0.59999999999999998, 1, 45
.01, 0.9308593749999999, 1, 50, 6.0, 10, 0.59999999999999998, 2, 20
.01, 0.9330078124999999, 1, 50, 6.0, 10, 0.59999999999999998, 2, 27
.01, 0.9340820312499999, 1, 50, 6.0, 10, 0.59999999999999998, 2, 49
.01, 0.934619140625, 1, 50, 6.0, 10, 0.59999999999999998, 1, 51
.01, 0.9343505859374999, 1, 50, 6.0, 10, 0.59999999999999998, 1, 58
.01, 0.9342163085937498, 1, 50, 6.0, 10, 0.59999999999999998, 1, 65
.01, 0.9341491699218749, 1, 50, 6.0, 10, 0.59999999999999998, 3, 80
.01, 1.15, 1, 50, 7.0, 10, 0.69999999999999996, 1, 6
.01, 0.875, 1, 50, 7.0, 10, 0.69999999999999996, 2, 3
.01, 1.0125, 1, 50, 7.0, 10, 0.69999999999999996, 1, 33
.01, 0.94375, 1, 50, 7.0, 10, 0.69999999999999996, 2, 5
.01, 0.9781249999999999, 1, 50, 7.0, 10, 0.69999999999999996, 2, 8
.01, 0.9953124999999999, 1, 50, 7.0, 10, 0.69999999999999996, 2, 12
.01, 1.00390625, 1, 50, 7.0, 10, 0.69999999999999996, 2, 19
.01, 1.008203125, 1, 50, 7.0, 10, 0.69999999999999996, 2, 37
.01, 1.0103515625, 1, 50, 7.0, 10, 0.69999999999999996, 1, 40
.01, 1.00927734375, 1, 50, 7.0, 10, 0.69999999999999996, 1, 47
.01, 1.008740234375, 1, 50, 7.0, 10, 0.69999999999999996, 1, 59
.01, 1.0084716796875002, 1, 50, 7.0, 10, 0.69999999999999996, 2, 47
.01, 1.00860595703125, 1, 50, 7.0, 10, 0.69999999999999996, 1, 75
.01, 1.008538818359375, 1, 50, 7.0, 10, 0.69999999999999996, 2, 53
.01, 1.0085723876953125, 1, 50, 7.0, 10, 0.69999999999999996, 2, 63
.01, 1.0085891723632812, 1, 50, 7.0, 10, 0.69999999999999996, 3, 80
.01, 1.15, 1, 50, 8.0, 10, 0.80000000000000004, 1, 9
.01, 0.875, 1, 50, 8.0, 10, 0.80000000000000004, 2, 3
